company,gross
Yiying Yingye,3390000
Baian Film,3390000
Film 50,3384398
Lyrical Media,3381716
Quiddity Films,3380398
Go Gigi Go Productions,3379278
Story Island Entertainment,3377778
Maddem Films Limited,3377027
Mandrake Films,3375245
22 Hours Films,3375245
Sunrise Pictures,3373257
Lascaux Films,3372038
Primary Productions,3369440
BMG Brokers,3368569
Rapid Farms Productions,3363569
Mighty Engine,3363524
London Town Films,3363045
1812 Productions,3363045
Jumpy Cow Pictures,3363045
Slaterhouse Five,3355266
Mubi,3348631
Estudio Mariscal,3347219
Remember Films,3346475
Latitude Productions,3345795
BCL Finance Group,3344751
Mac Guff Ligne,3341130
Mar-Key Pictures,3327769
Red Sky Studios,3327266
MK1 Studios,3327266
John Glenn Entertainment,3326604
Grinder Monkey,3326604
Story Ink,3326604
Mass Hysteria Entertainment Company Inc,3324131
Silver Plane Films,3324131
TriVision Pictures Inc,3324131
RPI,3324131
Provocator,3321111
TS Productions,3320685
Just Films,3320188
Darius Films,3319386
Red Dragon Productions,3317662
Morabito Picture Co.,3317662
Barbarian Film Group,3317662
The Talent Fund,3314896
Torinofilmlab,3307685
Gerson,3304125
Artemis,3298765
Be Funny When You Can,3297929
Brilliant Films,3286395
Abrams/Wood Venture,3286395
Motion Picture Partners International,3282269
British Media Fund International,3282269
ProSieben,3281855
Rezo Productions,3281855
Po Boy Productions,3279266
Eduardo Cisneros,3275079
Jason Shuman,3275079
141 Entertainment,3271468
Gaia Entertainment,3266749
Aircraft Pictures,3266749
Treasure Island Entertainment Production Ltd.,3256270
Greenwich Film Production,3252824
Herald Ace Inc.,3252824
Tag Entertainment,3252550
N279 Entertainment,3251483
"Off White Productions, Inc",3247160
Prestige,3247160
Windalong,3243312
Great Southern Development Commission,3243312
Xiamen Meitu Technology,3241253
Beijing Haihua Sun Culture Media,3241253
Beijing Blue Diamond Culture Media,3241253
Hebei Maxiya Culture Communication,3241253
Zhonghui Huashang Culture Media,3241253
Shandong Jiabo Culture Development,3241253
Yeyu Shijian Film Investment,3241253
SIF 309 Film Music,3241142
The Canada Media Fund,3239750
Trailmaker Productions,3239441
Sarah Radclyffe Productions,3238922
Possibility Pictures,3237452
Vertical Innovations,3237452
DNP Studios,3237452
Informant Europe,3237282
Stormchaser Films,3236773
National Film Board of Canada,3228681
iAM21,3228553
Film Capital Europe Funds,3226707
Sender Films,3212097
Hopscotch Productions,3209752
CN6 Productions,3204509
Sofitcinema 13,3204509
FoxStar Studios,3200000
River Bay Films,3197617
La Banque Postale Image 7,3192435
Thelma Films,3191134
Italo-Francesi MIBAC,3188453
Film Commission Regione Campania,3188453
Fondo Bilaterale Per Lo Svilupp Di Opere Cinematografiche,3188453
Mibac,3188453
The Region Sud Provence Alpes Cote d'Azur,3188453
Regione Campania,3188453
H2 Media,3186463
Kick the Habit,3184180
Gota Film,3183042
Intuitive Pictures,3178064
Pooja Entertainment,3177885
Nomadic Pictures,3169356
The Pimenta Film Company,3168368
Chicken and Egg Pictures,3164304
Cave Bear Productions,3159919
Arte Cofinova,3147154
Petit Film,3147154
WMG,3143580
Play/Action Pictures,3141729
La Region Nouvelle-Aquitaine,3137782
Minotaur Film,3133585
Ideale Audience,3130966
Scooty Woop Entertainment,3130701
LoneRanger Productions,3130299
RTL,3129471
Cougar Films,3129471
Vision World,3119830
Australian Broadcasting Corp,3117507
Modern Man Films,3114343
Kilburn Media,3114343
Sean S. Cunningham Films Ltd,3100135
Kaibou Productions,3092773
HummelFilm,3091200
Stephane Parthenay,3091200
Fabienne Vonier,3091200
Moviecity,3091200
Ardican Films,3077355
DFFB,3073602
Ukbar Filmes,3072879
Les Films du Belier,3072045
Sandbox Films,3069360
Savage Productions,3065778
Spier Films,3064407
Rising Sun Films,3061231
Mucho Mas Media,3060040
Mucho Mas Releasing,3060040
Bonniedale,3060040
Harbourview,3060040
Gesher Multicultural Film Fund,3046158
Field Day Productions,3044515
BBC Arena,3044515
Rebelle Media,3043026
Incia Films,3042979
Trans Pacific Films,3042892
Teorema,3041346
Hessischer Filmfoerderung,3040771
HR,3040771
Cottage M,3026260
Czech Television,3023565
Indefilms,3022302
Reverence Films,3022302
Snow Wolf,3002373
La Banque Postale Image 12 et 13,2995451
Les Filmes Pelleas,2995451
Cine Boutique Entertainment,2992880
Aron Govil Productions,2992880
B Media 2012,2985251
Moving Pictures Media,2981987
March On Productions,2981177
Argos Films,2969651
Under the Influence Productions,2969214
Mass Distraction Media,2965612
LarryBilly Productions,2965612
Cineventure 4,2960211
Cinemage 13,2960211
100 Bares,2957271
Austrian Film Institute,2955915
C8 Films,2953903
Macedonia’s Film Agency,2948349
MACPAC Entertainment,2947766
Zentropa Entertainments33,2947737
Margaritz Productions,2940218
Fortysixty,2940218
Rock Island Films,2940218
Vashu Bhagnani,2924802
Ali Abbas Zafar Films,2924802
Les Prods. du Tresor,2923959
Maple Leaf Capital,2922353
Erfttal Film-Und Fernsehproduktion,2918799
Star Gate Films,2918799
KA Productions,2916251
Film Blossom,2914592
Big Head Productions,2910263
Prathyangira Cinemas,2900800
Vice Studios,2898742
Runaway Fridge,2898311
Brookstreet Pictures,2896351
Cape Wrath Films,2896296
Naptown Productions,2893660
Love Punch,2890810
Googly Films,2890457
New York Times,2883432
Candescent Films,2882227
VX119,2880671
1019 Entertainment,2862562
Hero Productions,2859955
Foxtail Entertainment,2852759
Really Good Home Pictures,2852200
Great Basin Entertainment,2848234
Film Bridge International,2837560
Le Pole Image Haute-Normandie,2837085
La Banque Postale Image 9,2837085
VPRO,2833755
Studio Pow,2833189
Twirly Films Limited,2829928
City of Peace Films,2827666
The Identical Production Company,2827666
FluffyShop,2827393
ArsonHouse Productions,2827393
Levity Entertainment Group,2827393
Petit Dragon,2826476
Elephant Doc,2826476
Unbeldi Production,2826476
W Factory,2825733
Films de Force Majeure,2824401
100 Animation,2819659
Yehoshua Rabinovich Tel-Aviv Foundation for the Arts,2812949
Audax Films,2812483
Deux Beaux Garcons Films,2812328
Salmira Productions,2806359
Epic Magazine,2806359
LA Sept,2798430
Caroline Productions,2798430
LE Fodic Cameroun,2798430
Cinemanuel,2798430
Cerito Films,2798430
SQN Capital,2797251
BN Films,2796576
Ella Communications,2796436
REP6,2796436
Avi Chai,2795725
Ralfish Films,2792316
Brightside Entertainment,2791973
City Room Media,2790035
Weaver/Pellegrini Productions,2790035
Enigma,2787187
Media Finance Capital,2785873
Muskat Filmed Properties,2783271
Courtland,2782838
Fearless Pen,2782838
Polifemo,2782838
ARG,2782838
Hero 4 Baby,2778297
CAMFAM,2778297
Magnetic Productions,2770263
X stream Pictures,2769817
Scared Sheetless,2769782
Ideaman Studios,2769782
Zero Trans Fat Productions,2769782
Monty The Dog Productions,2767168
Fine & Mellow,2766137
La Polynesie Francaise,2765336
Kew Media Group,2764831
Time Based Arts,2763664
Ulrich Seidl Film,2760932
Cinergy Pictures,2758179
JWH Films,2757379
Canonigo Films,2756875
Capacity Pictures,2756875
Avro Television,2755380
Augenschein Filmproduktion,2753550
Cinephile Academy,2749304
Northern Ontario Heritage Fund Corporation,2745130
Fortitude International,2739773
Alla Prima,2736770
Don Kee Productions,2736770
Mandown Pictures,2734233
Cumulus VFX,2728242
HRX Films,2726393
Imagica Film,2722645
Les Cinemas de la Zone,2720077
CaliWood Pictures,2718579
Silesia Film,2710478
Carte Blanche Cinema,2708472
Sapan Studio,2707498
Str8jacket Creations,2703762
4DH Films,2703762
Rue 21 Productions,2702994
Nowhere,2701817
Soficinema et Cinemage,2697234
Region PACA,2697234
M141,2697234
Misfits Entertainment,2696394
Stemal Entertainment,2693178
Fridthjof Film,2690879
Jagged Edge Productions,2690185
Pie Films,2683823
Project Infinity,2682966
Doubting Hall Limited,2682600
Visionview Production,2682600
Eskwad,2679929
Maven Screen Media,2679375
Grace Hill Media,2678525
Media Weaver Entertainment,2678525
Koch Films,2670672
Hopscotch Films,2667658
Rep Productions 6,2663713
Virtuso Productions,2663713
End Cue,2661572
Goldenart Productions,2659629
Filmpool Nord,2657584
The Media Programme of the European Union,2654096
Moonstone Entertainment,2653705
Sisifo Films,2649712
Lumanity,2649396
Attic Light Films,2648522
Sonic Music Studio,2645991
Manitoba Film & Music,2642438
Studio Pictures,2641835
Enriched Media Group,2641835
DoDream,2641835
Superlative Productions,2641819
Content Engineers,2639774
Hannibal Classics,2633475
Evolution Entertainment,2632516
Vertebra Films,2629993
Tetrad Studios,2629933
Mockingbird Pictures,2628354
Pen India Pvt. Ltd.,2626364
P.T. Merantau Films,2625803
Kirkwood,2625716
Page Fifty-Four Pictures,2617268
Spectrum Entertainment,2615568
GFF Geissendoerfer Film-und Fernsehproduktion,2614172
Creativity Media,2609526
The Lagralane Group,2604852
Mantarraya,2602378
David M. Matthews Film,2595644
Katze Filmkollektiv,2594930
Flink Film,2594930
Film FYN,2594930
Schmidtz,2594930
Asta Film,2594930
Easy Tiger,2594652
Content Media Corporation,2593509
Wild Heart Productions,2592308
Le Premier Poisson,2592308
Dror Moreh Productions,2592308
PubRes,2589829
Silver Linings Entertainment,2587072
Kotva Films,2584156
NJJ Entertainment,2582955
120 Films,2582955
Filmregion Stockholm-Malardalen,2576410
Les Films du Labyrinthe,2573400
Bethsabee Mucho,2573400
Movie Pictures,2573400
Mondatta Films,2573400
Gambit Films,2572088
10th Hole Productions,2571741
Hanfgarn & Ufer Filmproduktion,2565083
Ejime Productions,2561270
59%,2561270
Rh Negative Entertainment,2561270
el Fondo de Inversion y Estimulos al Cine,2560733
GCI Film,2552457
Tropdebonheur Productions,2546174
De Mann Entertainment,2539827
Eli Roth,2539688
Alebrije,2537380
Hemetof Pictures,2536707
Waters End Productions,2527441
Wooden Rocket,2526184
Gussi Films,2526184
MDR,2525814
TaliaFilm II Productions,2523882
Societe Francaise de Production Cinematographique,2522881
Marcel Dassault,2522881
Digital Media Rights,2517430
Asian Crush,2517430
Prime Entertainment,2517430
Pacific Northwest Pictures,2516652
Eddie Saeta S.A.,2514148
Run Way Pictures,2510813
Parallel45,2510813
Mark Burg,2507159
Coram Deo Studios,2507159
Birchwood Pictures,2507159
Novak Prods,2505428
Bitters End,2504975
Reverence Gospel Media,2503392
Mobra Films,2502410
ICA,2500261
The Kraken Films,2498280
Mama Films,2495971
Nix Films,2495971
Jose Ibanez,2490664
Imagen Latina,2490664
Sudaca Films,2490664
La Sociedad Post,2490664
Artefactos,2490664
Torino Film Lab,2490649
Medan Productions,2480113
Library Films,2480113
"Imani Motion Pictures, Inc.",2479230
MSM Motion Pictures,2475020
Saraswati Entertainment,2475020
Purdie Distribution,2472235
Dogwoof,2463552
All3Media,2462761
Alacran Pictures,2454089
Low Key Pictures,2446571
Ocean Avenue Entertainment,2441121
Eastcroft Productions,2440345
Quixote Films,2440345
Crazy Films,2435284
Paradise City,2433829
Artists Public Domain,2426338
Furia Film,2421849
Marlene Film,2421849
QWGMIRE,2421750
Azure Entertainment,2412448
CinemaLive,2406845
Thirteen Productions,2404466
Chromosom Filmproduktion,2403665
Saks Picture Company,2403638
Luxanimation,2401413
Millimages,2401413
Attitude Studio,2401413
Timefirm Limited,2401413
New Tropics,2399346
Altona Filmhaus,2399346
Maze Pictures,2399175
Krakow Festival Office,2398291
SPI International,2397451
Ancine,2396577
Tele München Gruppe,2394619
Movie Management Corporation,2394619
Sony BMG Music Entertainment,2389233
Eagle Rock Entertainment,2388707
Every Cloud,2388585
Hessischen Rundfunk,2387586
Madman Production Company,2382983
Royal Opera House,2381122
Alpha Films,2372744
Euroimages Fund of the Council of Europe,2372744
Woodline Productions,2372744
Hari Om Productions,2371685
Chu Studios,2368937
SB Projects,2368937
Pimienta Films,2362922
Mesee Rodin,2361921
Les Film Du Lendemain,2361921
Gervais/Merchant Productions,2357547
Our Turn Productions,2354875
MoviePass,2354017
Mike and Marty Productions,2352511
NGN Productions,2341218
CIM Productions,2338242
Eye Eye Pictures,2336543
Anagram Sweden,2324230
Netop Films,2323340
Barbossa,2322630
TNT - Broadcasting Netword,2322630
Mirumir,2322630
Department of Motion Pictures,2315026
Haarika and Hassine Creations,2313043
Daydream Productions,2308502
GMT Productions,2307991
Anyway Productions,2305936
Power in Faith,2303792
Vertical Church Films,2303792
Atipica Films,2302793
Compass International Pictures,2300000
"WBEZ Public Radio's ""This American Life""",2288660
Axis Studios,2280814
Free Turn Films,2280814
Alcove Productions,2277921
TIMvision,2277469
Unified Pictures,2270773
Clarius Entertainment,2270197
New Slate Ventures,2269481
Rosto Inc,2266853
Red and Black Films,2266267
Bedrocket Entertainment,2266066
Official Comedy,2266066
Synecdoche,2263957
Dark Sky Films,2263458
We're Not Brothers,2255399
First Thought Films,2254254
Anthem Productions,2246000
Anthem Ventures,2246000
Regione Emilia Romagna,2244959
Rodkos Productions,2242988
Midnight Kitchen Productions,2242988
Interpol Plus Studios,2242988
The Film Farm,2241609
Sampsonic Media,2238214
Case Study Films,2234019
Paper Bark Films,2226888
Antony Waddington,2226888
RMB Productions,2226888
Edge City Films,2223368
Smilla Film,2221994
Department de Lot-et-garonne,2219877
Shin-Ei Animation,2219395
Fantastic Films,2216806
Join Motion Pictures,2204785
Media House Capital,2198775
Paprika Financing,2197479
Les Films de l'Instant,2195669
Titania Produzioni,2195669
Box Films,2195669
Cinegram,2195669
Films 18 Ltd.,2195669
G.G. Israel Studios Ltd.,2195669
Zenith Entertainment,2191785
Embassy Home Entertainment,2191785
Initial Pictures,2191785
Burke,2190926
Rainmaker Films,2190926
Parkville Pictures,2187684
Rio Negro,2186324
Cofimage 24,2185551
Detalle Films,2184808
New Real Films,2183838
Dox Productions,2175587
Day Tripper Films,2174568
Nimbus Film,2170896
Tiderock Media,2169909
Soaring Flight Productions,2166928
Fear Knot Productions,2157709
Evil Hag,2157709
ITN Distribution,2156155
Manny Halley,2156063
Rosa Filmes,2155283
Andergraun Films,2155283
Celerity Pictures,2151028
Black Hangar Studio,2150537
Prime Time,2149013
Belladonna Productions,2145647
Topple Entertainment,2143299
Filmfinance XII,2143209
Mutiny Pictures,2143026
Highway 61,2134564
Stick Figure Studios,2133717
Aides,2132918
Venice Prize,2132918
El Estimulo Otorgado,2132918
Pelicula Realizada,2132918
ERO Picture Company,2131183
Anhui Film Group Co,2127425
Yangzhou Broadcast and Television Media Group,2127425
Anhui Xinhua Distribution Group Holding Co Ltd,2127425
Shanghai Kingdom Film Co Ltd,2127425
"Anhui Radio, Film and TV Media Industry Group",2127425
Beijing United Film Co Ltd,2127425
Firelight Productions,2127082
Goritzia Filmes,2126384
Fusion Entertainment,2120748
Four Knights,2117874
2CFilm,2114847
Chicago Media Angels,2113217
Artimage Entertainment,2112471
John Marshall,2110453
Digiodreams Studios,2110453
Tomcat Films,2110453
Seymour Films,2107509
Han Way Films,2107051
Manny Films,2106406
Prospect 3,2100189
Stray Dogs Films,2100189
Film Slate One Ltd,2100189
Courage Mon Amour,2099662
York Films,2099653
Sevenfold Films,2097560
Genesis Apologetics,2097560
Moteur S'll Vous Plait,2097054
Tom Sawyer Entertainment,2094966
Blank Tape,2094488
Volten,2089310
Gardner Films,2089072
Be Spoke Production Capital,2087684
Watermark Media,2087684
AmorFortun,2087684
Sunny-Field Entertainment,2084815
Self-Realization Fellowship,2083186
Visible Pictures,2082980
The Aura Film Partnership,2078672
Frantic Films,2078672
Spellbound Capital and Filminvestering,2072399
Iwood Studios,2070840
Construction Film,2070740
Vanishing Angle,2064717
Jonas Gardell Produktion,2064288
